"","X.6","X.5","X.4","X.3","X.2","X.1","X","tag","table","OBJECTID","quadrat","StemTag","lx","ly","dbh_previous","hom","codes_previous","status_previous","status_2022","comment_2022","mortality","census_status","dbh_current","status_current","codes_current","code_choices","notes_current","DBH.check","living_status","crown_position","crown_intact","crown_living","fad","fad_choices","liana_load","lean_angle","wounded_main_stem","rotting_trunk","canker_swelling_deformity","dead_with_resprout","crown_check","GlobalID","CreationDate","Creator","EditDate","Editor","species","dbh_previous_mm","numeric_tag","hom_alert","lean_direction","comment_mortality","sp","tree_type","NAD83_X","NAD83_Y","personnel_list","personnel","date_measured","multi.stemmed","x","y","gx","gy","dbh_if_dead","mort_status","ExactDate"
"5647",5647,5647,5647,5647,5647,5647,5647,50336,"old_trees",40981,506,1,3.7,14.2,337,1.3,"F","A","A","",1,1,343,"A","","","","","A",3,100,97,"","",0,NA,NA,NA,NA,NA,NA,"00e42e76-e83c-4254-8f22-6d1088dede30","3/30/2023 4:12:53 PM","shuej21","10/5/2023 3:59:29 PM","shuej21","caovl",337,NA,NA,NA,"","caovl","1",747466.546792952,4308622.64891173,"IK","IK","10/5/2023 3:59:27 PM",0,-78.1467457750203,38.8916430850557,83.6999965513639,114.249367159161,NA,"A",2023-10-05
"5648",5648,5648,5648,5648,5648,5648,5648,50339,"old_trees",40984,506,1,8.1,17.2,197,1.3,"F","A","AU","",1,1,207,"A","","","","","A",2,100,97,"","",0,NA,NA,NA,NA,NA,NA,"40710ff8-a8e8-47d0-af42-590c0f551ce5","3/30/2023 4:12:53 PM","shuej21","10/5/2023 4:00:22 PM","shuej21","cato",197,NA,NA,NA,"","cato","1",747470.875976707,4308625.75015967,"IK","IK","10/5/2023 4:00:21 PM",0,-78.1466948001336,38.8916697780166,88.0999619066298,117.246690880547,NA,"A",2023-10-05
"5649",5649,5649,5649,5649,5649,5649,5649,50340,"old_trees",40985,506,1,7.7,17.7,173,1.3,"F","A","A","",1,1,181,"A","","","","","A",2,100,97,"","",0,NA,NA,NA,NA,NA,NA,"4b0a000c-ea11-44a2-9757-5b9107387b0c","3/30/2023 4:12:53 PM","shuej21","10/5/2023 4:01:25 PM","shuej21","fagr",173,NA,NA,NA,"","fagr","1",747470.464529928,4308626.24076032,"IK","IK","10/5/2023 4:01:24 PM",0,-78.1466993617769,38.8916743094638,87.7000074523589,117.746946012572,NA,"A",2023-10-05
"5650",5650,5650,5650,5650,5650,5650,5650,50341,"old_trees",40986,506,1,2.4,19.1,357,1.3,"F","A","A","",1,1,388,"A","RT","RT","","","A",3,100,97,"","",0,NA,NA,NA,NA,NA,NA,"84796c87-7fdf-4b42-a5ed-b65724afb534","3/30/2023 4:12:53 PM","shuej21","10/5/2023 3:57:11 PM","shuej21","litu",357,NA,NA,NA,"","litu","1",747465.135812511,4308627.4174952,"IK","IK","10/5/2023 3:57:10 PM",0,-78.1467603061611,38.8916864012477,82.4000236210388,119.050184506096,NA,"A",2023-10-05
"5651",5651,5651,5651,5651,5651,5651,5651,50345,"old_trees",40990,507,1,3.6,3.7,520,1.3,"F;M","A","AU","",1,1,578,"AU","DV","DV","Upper dbh line is correct","DBH greater than expected (58), check measurement","AU",3,97,92,"K","K",0,NA,NA,NA,2,NA,NA,"2d2e30a5-b2cf-439d-a4e6-4129c502db31","3/30/2023 4:12:53 PM","shuej21","11/17/2023 7:18:17 PM","shuej21","quru",520,NA,NA,NA,"Upper dbh line is correct; ","quru","1",747466.226426208,4308632.14402192,"RH","IK,RH","11/17/2023 7:18:10 PM",1,-78.1467460427127,38.8917286343685,83.5999958633336,123.749412729736,NA,"AU",2023-11-16
"5652",5652,5652,5652,5652,5652,5652,5652,50350,"old_trees",40995,507,1,5,5.8,111,1.3,"F","A","A","",1,1,114,"A","","","","","A",2,100,97,"","",0,NA,NA,NA,NA,NA,NA,"a5bc6ee5-11e8-46b2-a8a0-f30126a36748","3/30/2023 4:12:53 PM","shuej21","10/5/2023 3:51:20 PM","shuej21","litu",111,NA,NA,NA,"","litu","1",747467.577319841,4308634.27601655,"IK","IK","10/5/2023 3:51:18 PM",0,-78.1467297167346,38.8917474425476,84.9999866829126,125.848648625892,NA,"A",2023-10-05
"5653",5653,5653,5653,5653,5653,5653,5653,50351,"old_trees",40996,507,1,1.2,8.2,394,1.3,"F","A","A","",1,1,422,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"7603b53a-0a54-4fa1-b710-c0b772bcc7aa","3/30/2023 4:12:53 PM","shuej21","10/5/2023 3:50:42 PM","shuej21","litu",394,NA,NA,NA,"","litu","1",747463.725031486,4308636.48718005,"IK","IK","10/5/2023 3:50:40 PM",0,-78.1467732850111,38.8917684286962,81.2000325595905,128.150879897793,NA,"A",2023-10-05
"5654",5654,5654,5654,5654,5654,5654,5654,50352,"old_trees",40997,507,1,0.8,9.9,121,1.3,"F","A","A","",1,1,125,"A","","","","","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,"fcd46c14-2f91-498f-ae27-f86d85d6beee","3/30/2023 4:12:53 PM","shuej21","10/5/2023 3:49:54 PM","shuej21","litu",121,NA,NA,NA,"","litu","1",747463.285720516,4308638.17737146,"IK","IK","10/5/2023 3:49:53 PM",0,-78.1467777352627,38.8917837646961,80.8000510696228,129.851049167318,NA,"A",2023-10-05
"5655",5655,5655,5655,5655,5655,5655,5655,50356,"old_trees",41001,507,1,7.7,12,424,1.3,"F","A","A","",1,1,441,"A","","","","","A",3,100,97,"","",1,NA,NA,NA,NA,NA,NA,"dc5f6a75-85ff-468c-b77d-64bf5d74097c","3/30/2023 4:12:53 PM","shuej21","10/5/2023 3:47:14 PM","shuej21","caovl",424,NA,NA,NA,"","caovl","1",747470.132764575,4308640.53689624,"IK","IK","10/5/2023 3:47:12 PM",0,-78.1466980304659,38.8918030727777,87.6999916205053,132.04692840576,NA,"A",2023-10-05
"5656",5656,5656,5656,5656,5656,5656,5656,50364,"old_trees",41008,507,1,4.2,18,680,1.3,"F","A","A","",1,1,700,"A","","","","","A",3,100,96,"","",0,NA,NA,NA,NA,NA,NA,"f38b90b4-23ee-4d3d-945a-456a15fcecea","3/30/2023 4:12:53 PM","shuej21","10/5/2023 3:26:27 PM","shuej21","qual",680,NA,NA,NA,"","qual","1",747466.494533694,4308646.45410155,"IK","IK","10/5/2023 3:26:18 PM",0,-78.1467377979695,38.891857354234,84.2000149058201,138.049056382129,NA,"A",2023-10-05
"5657",5657,5657,5657,5657,5657,5657,5657,50365,"old_trees",41009,507,1,4.2,18.6,148,1.3,"F","A","A","",1,1,160,"A","","","","","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,"1074cca9-1aaa-4037-8cb9-7018e4867117","3/30/2023 4:12:53 PM","shuej21","11/9/2023 4:19:00 PM","shuej21","fagr",148,NA,NA,NA,"","fagr","1",747466.509555384,4308646.95866768,"IK","IK","11/9/2023 4:18:55 PM",0,-78.1467374431348,38.8918618912626,84.2267381296751,138.553122000301,NA,"A",2023-11-08
"5658",5658,5658,5658,5658,5658,5658,5658,50369,"old_trees",41013,508,1,12.7,5,148,1.3,"F","A","A","",1,1,147,"A","","","","","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,"cf3829a5-fe87-4778-8963-daa8adeb602c","3/30/2023 4:12:53 PM","shuej21","10/5/2023 3:28:49 PM","shuej21","cato",148,NA,NA,NA,"","cato","1",747474.82984147,4308653.64938252,"IK","IK","10/5/2023 3:28:47 PM",0,-78.1466392105885,38.89191976649,92.7000047424654,145.043897292242,NA,"A",2023-10-05
"5659",5659,5659,5659,5659,5659,5659,5659,50371,"old_trees",41015,508,1,12.3,9.4,117,1.3,"F","A","A","",1,1,122,"A","","","","","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,"1434236e-cd6d-4c29-a86d-5a9021c21044","3/30/2023 4:12:53 PM","shuej21","10/5/2023 3:29:44 PM","shuej21","nysy",117,NA,NA,NA,"","nysy","1",747474.327894372,4308658.03901468,"IK","IK","10/5/2023 3:29:43 PM",0,-78.1466434093104,38.8919594159782,92.3000290959102,149.44423338803,NA,"A",2023-10-05
"5660",5660,5660,5660,5660,5660,5660,5660,50372,"old_trees",41016,508,1,12.4,9.7,363,1.3,"F","A","DS","",1,1,0,"DS","","","","","",3,20,0,"","",0,NA,NA,NA,NA,0,NA,"697eb521-d7da-45be-814b-3bcba624f2ab","3/30/2023 4:12:53 PM","shuej21","10/5/2023 3:30:25 PM","shuej21","quve",363,NA,NA,NA,"","quve","1",747474.420933308,4308658.34116728,"IK","IK","10/5/2023 3:30:20 PM",0,-78.1466422289243,38.8919621092451,92.400052717641,149.744085821049,0,"",2023-10-05
"5661",5661,5661,5661,5661,5661,5661,5661,50375,"old_trees",41018,508,1,15.5,15.2,145,1.3,"F","A","A","",1,1,154,"A","","","","","A",2,100,90,"","",0,NA,NA,NA,NA,NA,NA,"24a3b7cf-a7d2-4f20-bf0c-46f85dbdd5fc","3/30/2023 4:12:53 PM","shuej21","10/5/2023 3:35:42 PM","shuej21","nysy",145,NA,NA,NA,"","nysy","1",747477.39242392,4308663.91161791,"IK","IK","10/5/2023 3:35:40 PM",0,-78.1466059998769,38.8920114081766,95.4999740936766,155.242229207349,NA,"A",2023-10-05
"5662",5662,5662,5662,5662,5662,5662,5662,50376,"old_trees",41019,508,1,11.5,17.2,236,1.3,"F","A","A","",1,1,264,"A","","","","","A",3,100,97,"","",0,NA,NA,NA,NA,NA,NA,"e4c5d6eb-0edc-4917-a53a-1f7acb5bbce9","3/30/2023 4:12:53 PM","shuej21","10/5/2023 3:34:28 PM","shuej21","cato",236,NA,NA,NA,"","cato","1",747473.347104786,4308665.81826264,"IK","IK","10/5/2023 3:34:07 PM",0,-78.1466519010776,38.892029707975,91.4999765233889,157.2446226173,NA,"A",2023-10-05
"5663",5663,5663,5663,5663,5663,5663,5663,50378,"old_trees",41021,508,1,9.5,12.6,401,1.3,"F","A","A","Roots exposed",1,1,422,"AU","","","","","AU",3,100,97,"W","W",0,NA,2,NA,NA,NA,NA,"2cf6b866-3bf8-4611-8780-aed8cfe6b714","3/30/2023 4:12:53 PM","shuej21","10/5/2023 3:32:01 PM","shuej21","cagl",401,NA,NA,NA,"","cagl","1",747471.454438618,4308661.17308295,"IK","IK","10/5/2023 3:31:59 PM",0,-78.1466753722547,38.8919884329189,89.5000548677998,152.645809259694,NA,"AU",2023-10-05
"5664",5664,5664,5664,5664,5664,5664,5664,50380,"old_trees",41023,508,1,3,7.5,314,1.3,"NULL","A","A","",1,1,327,"A","","","","","A",3,100,98,"","",NA,NA,NA,NA,NA,NA,NA,"d8012950-d068-4492-acd2-f551fa63c927","3/30/2023 4:12:53 PM","shuej21","10/13/2023 3:42:44 PM","shuej21","cagl",314,NA,NA,NA,"","cagl","1",747465.074435815,4308655.92370399,"KB","KB","10/13/2023 3:42:43 PM",0,-78.1467507399883,38.8919429836956,82.9999873027777,147.549777829751,NA,"A",2023-10-13
"5665",5665,5665,5665,5665,5665,5665,5665,50384,"old_trees",41027,508,1,4.2,18.9,289,1.3,"NULL","A","AU","Epicormic shoots",1,1,285,"AU","","","","","AU",3,95,75,"DF,I","I",NA,NA,NA,NA,NA,NA,NA,"e1de4bac-b6f7-403b-a596-e8598e878f44","3/30/2023 4:12:53 PM","shuej21","10/13/2023 3:47:22 PM","shuej21","fram",289,NA,NA,NA,"","fram","1",747466.009727055,4308667.34851964,"KB","KB","10/13/2023 3:47:21 PM",0,-78.1467358513089,38.8920455473353,84.2000744520275,158.949094282334,NA,"AU",2023-10-13
"5666",5666,5666,5666,5666,5666,5666,5666,50385,"old_trees",41028,509,1,6.6,0.6,199,1.3,"NULL","A","A","",1,1,206,"AU","","","","","AU",3,95,90,"LF,K","K",NA,NA,NA,NA,1,NA,NA,"31b8669c-2b93-406e-a363-76553521486a","3/30/2023 4:12:53 PM","shuej21","10/13/2023 3:48:52 PM","shuej21","cato",199,NA,NA,NA,"","cato","1",747468.369578707,4308669.10369121,"KB","KB","10/13/2023 3:48:50 PM",0,-78.146708041272,38.8920606798111,86.6000097111652,160.6475981161,NA,"AU",2023-10-13
"5667",5667,5667,5667,5667,5667,5667,5667,50386,"old_trees",41029,509,1,8.7,3.2,563,1.3,"M","A","DS","",1,1,0,"DS","","","","","",3,70,0,"","",NA,NA,NA,NA,NA,NA,NA,"c6d3324b-043d-43d1-ad07-f7e06659cb33","3/30/2023 4:12:53 PM","shuej21","10/13/2023 3:49:33 PM","shuej21","quve",563,NA,NA,NA,"","quve","1",747470.408672353,4308671.75167464,"KB","KB","10/13/2023 3:49:31 PM",1,-78.1466836035091,38.8920839382173,88.6999858968503,163.246295707313,0,"",2023-10-13
"5668",5668,5668,5668,5668,5668,5668,5668,50393,"old_trees",41036,509,1,6.8,9.6,182,1.3,"NULL","A","DS","",1,1,0,"DS","","","","","",2,95,0,"","",NA,NA,NA,NA,NA,NA,NA,"4510e421-7c74-4f83-9985-145778b82f10","3/30/2023 4:12:53 PM","shuej21","10/13/2023 3:50:51 PM","shuej21","fram",182,NA,NA,NA,"","fram","1",747468.360724461,4308678.10587632,"KB","KB","10/13/2023 3:50:49 PM",0,-78.146704898961,38.8921417048948,86.8000021682928,169.647443472579,0,"",2023-10-13
"5669",5669,5669,5669,5669,5669,5669,5669,50402,"old_trees",41045,506,1,10.5,7.1,558,1.3,"F","A","A","",1,1,587,"A","","","","","A",3,100,85,"","",0,NA,NA,NA,NA,NA,NA,"421eeb25-42de-4316-8ea6-4d8189ed33cb","3/30/2023 4:12:53 PM","shuej21","10/5/2023 5:35:19 PM","shuej21","litu",558,NA,NA,NA,"","litu","1",747473.509676898,4308615.70859324,"IK","IK","10/5/2023 5:35:13 PM",0,-78.1466680878443,38.8915786588814,90.4999960328606,107.145280684488,NA,"A",2023-10-05
"5670",5670,5670,5670,5670,5670,5670,5670,50404,"old_trees",41046,506,1,15,8.4,248,1.3,"F","A","A","Roots exposed",1,1,254,"A","","","","","A",4,100,95,"","",0,NA,NA,NA,NA,NA,NA,"65242a8d-2e5f-497d-8a9d-77c2586506cd","3/30/2023 4:12:53 PM","shuej21","10/5/2023 5:33:46 PM","shuej21","quve",248,NA,NA,NA,"","quve","1",747478.015184784,4308617.0264352,"IK","IK","10/5/2023 5:33:16 PM",0,-78.1466157250619,38.891589250914,95.0348643081921,108.35550674116,NA,"A",2023-10-05
"5671",5671,5671,5671,5671,5671,5671,5671,50405,"old_trees",41047,506,1,15.4,8.6,122,1.3,"F","A","A","",1,1,136,"A","","","","","A",4,100,100,"","",0,NA,NA,NA,NA,NA,NA,"ca12dfbd-e5bd-4d76-9859-fac88df675cd","3/30/2023 4:12:53 PM","shuej21","10/5/2023 5:31:11 PM","shuej21","fagr",122,NA,NA,NA,"","fagr","1",747478.373640867,4308617.32190198,"IK","IK","10/5/2023 5:31:08 PM",0,-78.1466114904048,38.8915918092511,95.4000785368739,108.642357646825,NA,"A",2023-10-05
"5672",5672,5672,5672,5672,5672,5672,5672,50406,"old_trees",41048,506,1,17.9,7,384,1.3,"F","A","A","",1,1,417,"A","","","","","A",3,100,92,"","",0,NA,NA,NA,NA,NA,NA,"96d5b391-494f-4272-9401-8dfb7d70f645","3/30/2023 4:12:53 PM","shuej21","10/5/2023 5:30:24 PM","shuej21","litu",384,NA,NA,NA,"","litu","1",747480.909997099,4308615.78029843,"IK","IK","10/5/2023 5:30:22 PM",0,-78.1465828359537,38.8915772199442,97.8999880233114,107.040819147288,NA,"A",2023-10-05
"5673",5673,5673,5673,5673,5673,5673,5673,50411,"old_trees",41053,506,1,14.3,11.7,212,1.3,"F","A","A","",1,1,216,"A","","","","","A",2,95,95,"","",0,NA,NA,NA,NA,NA,NA,"c38481c7-4261-4da2-a925-f372031162fa","3/30/2023 4:12:53 PM","shuej21","10/6/2023 1:56:14 PM","shuej21","litu",212,NA,NA,NA,"","litu","1",747477.20188524,4308620.39550756,"IK","IK","10/6/2023 1:56:12 PM",0,-78.1466238772687,38.8916198027271,94.2999437484003,111.742983176441,NA,"A",2023-10-06
"5674",5674,5674,5674,5674,5674,5674,5674,50415,"old_trees",41057,506,1,17.8,15.8,157,1.3,"F","A","A","",1,1,157,"A","","","","","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,"340ebf02-695c-464d-bb6b-3598ceb3f840","3/30/2023 4:12:53 PM","shuej21","10/6/2023 1:57:57 PM","shuej21","nysy",157,NA,NA,NA,"","nysy","1",747480.605897417,4308624.5755975,"IK","IK","10/6/2023 1:57:55 PM",0,-78.1465831683252,38.891656466142,97.8000148971141,115.840864676431,NA,"A",2023-10-06
"5675",5675,5675,5675,5675,5675,5675,5675,50416,"old_trees",41058,506,1,18.2,17.6,433,1.3,"F","A","A","",1,1,435,"A","","","Upper dbh line is correct","","A",3,97,97,"","",0,NA,NA,NA,NA,NA,NA,"bc4c2c73-3ff6-416f-8f9f-e543937e6926","3/30/2023 4:12:53 PM","shuej21","10/6/2023 2:02:06 PM","shuej21","nysy",433,NA,NA,NA,"Upper dbh line is correct; ","nysy","1",747480.964029,4308626.38443407,"IK","IK","10/6/2023 2:02:05 PM",0,-78.1465783919833,38.8916726453882,98.2000138204813,117.640664320982,NA,"A",2023-10-06
"5676",5676,5676,5676,5676,5676,5676,5676,50419,"old_trees",41061,507,1,11.9,4.8,398,1.3,"F","A","A","",1,1,414,"A","","","","","A",3,100,10,"","",0,NA,NA,NA,NA,NA,NA,"6cf8de74-c4e0-4729-9fb4-e92ff440c3fd","3/30/2023 4:12:53 PM","shuej21","10/5/2023 3:55:20 PM","shuej21","litu",398,NA,NA,NA,"","litu","1",747474.498739598,4308633.43632625,"IK","IK","10/5/2023 3:55:18 PM",0,-78.1466503083836,38.8917379356745,91.9000633905445,124.844448858569,NA,"A",2023-10-05
"5677",5677,5677,5677,5677,5677,5677,5677,50426,"old_trees",41068,507,1,14.1,9.4,326,1.3,"F","A","A","",1,1,332,"A","","","","","A",3,97,92,"","",0,NA,NA,NA,NA,NA,NA,"c856e12d-b66b-443d-aae0-baddac68019b","3/30/2023 4:12:53 PM","shuej21","10/5/2023 3:45:41 PM","shuej21","qual",326,NA,NA,NA,"","qual","1",747476.591422639,4308638.08607239,"IK","IK","10/5/2023 3:45:40 PM",0,-78.1466245321302,38.891779195494,94.1000540245035,129.443066461662,NA,"A",2023-10-05
"5678",5678,5678,5678,5678,5678,5678,5678,50427,"old_trees",41069,507,1,10,8,273,1.3,"F","A","A","",1,1,282,"A","","","","","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,"8f78ab80-979d-4dbf-a32e-c86ddbc33c0d","3/30/2023 4:12:53 PM","shuej21","10/30/2023 7:39:29 PM","shuej21","litu",273,NA,NA,NA,"","litu","1",747472.524917182,4308636.59141025,"RH","RH","10/30/2023 7:39:28 PM",0,-78.1466719029762,38.89176688838,89.9999679227281,128.045620946925,NA,"A",2023-10-30
"5679",5679,5679,5679,5679,5679,5679,5679,50428,"old_trees",41070,507,1,10,12.9,103,1.3,"F","A","A","",1,1,106,"A","","","","","A",2,100,96,"","",0,NA,NA,NA,NA,NA,NA,"ee7d8f2f-e659-42fc-9082-264eaef38c81","3/30/2023 4:12:53 PM","shuej21","10/5/2023 3:46:22 PM","shuej21","cato",103,NA,NA,NA,"","cato","1",747472.411328613,4308641.48999884,"IK","IK","10/5/2023 3:46:20 PM",0,-78.1466714457311,38.8918110092614,90.0000537123221,132.945525364541,NA,"A",2023-10-05
"5680",5680,5680,5680,5680,5680,5680,5680,50432,"old_trees",41074,507,1,16.7,12.8,369,1.3,"F","A","A","",1,1,401,"A","DV","DV","","","A",3,100,97,"","",0,NA,NA,NA,NA,NA,NA,"0e4dcaa6-15bb-4391-97db-d25278569ecf","3/30/2023 4:12:53 PM","shuej21","10/5/2023 3:43:49 PM","shuej21","litu",369,NA,NA,NA,"","litu","1",747479.111831061,4308641.5454764,"IK","IK","10/5/2023 3:43:00 PM",0,-78.1465942589126,38.89180962137,96.700039828409,132.841498229047,NA,"A",2023-10-05
"5681",5681,5681,5681,5681,5681,5681,5681,50433,"old_trees",41075,507,1,17.9,10.2,161,1.3,"F","A","A","",1,1,182,"A","","","","","A",2,100,98,"","",0,NA,NA,NA,NA,NA,NA,"7e9d27db-a85f-4413-ada0-ce88bc934bc9","3/30/2023 4:12:53 PM","shuej21","10/5/2023 3:44:37 PM","shuej21","fagr",161,NA,NA,NA,"","fagr","1",747480.371770334,4308638.97399698,"IK","IK","10/5/2023 3:44:29 PM",0,-78.1465806754929,38.8917861223517,97.8999834994775,130.240757608676,NA,"A",2023-10-05
"5682",5682,5682,5682,5682,5682,5682,5682,50442,"old_trees",41084,507,1,9.4,18.1,413,1.3,"F","A","A","",1,1,422,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"19bba9c3-59dc-44b7-becd-6fa96602844b","3/30/2023 4:12:53 PM","shuej21","10/5/2023 3:27:58 PM","shuej21","caovl",413,NA,NA,NA,"","caovl","1",747471.690825329,4308646.67466011,"IK","IK","10/5/2023 3:27:56 PM",0,-78.1466778749686,38.8918578758257,89.4000248138246,138.145867515667,NA,"A",2023-10-05
"5683",5683,5683,5683,5683,5683,5683,5683,50445,"old_trees",41087,508,1,16.7,0.9,127,1.3,"F","A","A","",1,1,135,"A","","","","","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,"c32559c6-213f-436d-bf56-7f771f4f117f","3/30/2023 4:12:53 PM","shuej21","10/5/2023 3:40:17 PM","shuej21","cato",127,NA,NA,NA,"","cato","1",747478.923940839,4308649.64327925,"IK","IK","10/5/2023 3:40:01 PM",0,-78.1465935043233,38.8918825571423,96.7000634669237,140.941479072511,NA,"A",2023-10-05
"5684",5684,5684,5684,5684,5684,5684,5684,50448,"old_trees",41090,608,1,0,3,118,1.3,"F","A","A","",1,1,126,"A","","","","","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,"78120749-dbf1-4e12-b0b5-445f814d7cd5","3/30/2023 4:12:53 PM","shuej21","10/5/2023 3:41:00 PM","shuej21","qupr",118,NA,NA,NA,"","qupr","1",747482.174275947,4308651.81933211,"IK","IK","10/5/2023 3:40:48 PM",0,-78.1465552873069,38.8919012268407,100.000006665671,143.039549176014,NA,"A",2023-10-05
"5685",5685,5685,5685,5685,5685,5685,5685,50452,"old_trees",41094,508,1,17.4,12.6,237,1.3,"F","A","AU","",1,1,240,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"967f490b-a965-4c28-abdf-811bfc084eae","3/30/2023 4:12:53 PM","shuej21","10/5/2023 3:36:24 PM","shuej21","cagl",237,NA,NA,NA,"","cagl","1",747479.352307315,4308661.35637898,"IK","IK","10/5/2023 3:36:22 PM",0,-78.1465843495885,38.8919878581842,97.4000502724206,152.641064025042,NA,"A",2023-10-05
"5686",5686,5686,5686,5686,5686,5686,5686,50455,"old_trees",41097,508,1,19.5,18.4,341,1.3,"F","A","DS","",1,1,0,"DS","","","","","",2,0,0,"","",0,NA,NA,NA,NA,NA,NA,"e8f04ab7-e789-40c0-ab24-e715928a00e0","3/30/2023 4:12:53 PM","shuej21","10/5/2023 3:37:19 PM","shuej21","qual",341,NA,NA,NA,"","qual","1",747481.317100936,4308667.20357802,"IK","IK","10/5/2023 3:37:18 PM",0,-78.1465596144815,38.8920399314679,99.4999659666018,158.439839359892,0,"",2023-10-05
"5687",5687,5687,5687,5687,5687,5687,5687,50456,"old_trees",41098,508,1,15.7,18.8,126,1.3,"F","A","AU","Epicormic growth",1,1,125,"AU","","","","","AU",2,95,95,"W,R","R",0,NA,2,2,NA,NA,NA,"e2dc678f-9b3d-448e-bdf1-f1c5fc656f10","3/30/2023 4:12:53 PM","shuej21","10/5/2023 3:38:21 PM","shuej21","caca",126,NA,NA,NA,"","caca","1",747477.50889703,4308667.51531947,"IK","IK","10/5/2023 3:38:20 PM",0,-78.1466033597271,38.8920438098534,95.700019180688,158.84213741231,NA,"AU",2023-10-05
"5688",5688,5688,5688,5688,5688,5688,5688,50469,"old_trees",41111,509,1,9.4,15.4,501,1.3,"M","A","A","",1,1,516,"AU","","","Stem with tag","","AU",3,100,95,"K","K",NA,NA,NA,NA,1,NA,NA,"a8d8599a-f224-4d29-b262-a130b114683c","3/30/2023 4:12:53 PM","shuej21","10/13/2023 3:54:18 PM","shuej21","caco",501,NA,NA,NA,"Stem with tag; ","caco","1",747470.825537326,4308683.9646676,"KB","KB","10/13/2023 3:54:09 PM",2,-78.1466744011632,38.8921937417079,89.4000714636826,175.445906036354,NA,"AU",2023-10-13
"5689",5689,5689,5689,5689,5689,5689,5689,50473,"old_trees",41115,509,1,13.9,15.6,326,1.3,"NULL","A","","stem not sampled, info automatically filled from previous year info",1,1,0,"DC","","","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"489cc209-0ec8-4198-aa38-b5616b92dd20","3/30/2023 4:12:53 PM","shuej21","8/25/2023 1:06:29 PM","shuej21","juni",326,NA,NA,NA,"","juni","1",747475.319587793,4308684.26898326,"KT","RH,KT","8/25/2023 1:06:24 PM",0,-78.1466225351496,38.8921952148873,93.8999723102713,175.643165658806,0,"",2023-08-25
"5690",5690,5690,5690,5690,5690,5690,5690,50477,"old_trees",41119,510,1,10.5,5.2,268,1.3,"NULL","A","A","",1,1,278,"A","","","","","A",2,98,97,"","",NA,NA,NA,NA,NA,NA,NA,"f591a964-b7cc-455c-91ac-434c77a5dbb6","3/30/2023 4:12:53 PM","shuej21","10/13/2023 3:59:13 PM","shuej21","litu",268,NA,NA,NA,"","litu","1",747471.697840055,4308693.787567,"KB","KB","10/13/2023 3:59:10 PM",0,-78.1466608150415,38.8922819053032,90.500023731714,185.245259383312,NA,"A",2023-10-13
"5691",5691,5691,5691,5691,5691,5691,5691,50478,"old_trees",41120,510,1,14,9.8,170,1.3,"NULL","A","A","",1,1,185,"AU","","","","","AU",1,100,100,"W,R","R",0,NA,2,1,NA,NA,NA,"73722b65-6b14-4f03-b668-bc5f8ee545ea","3/30/2023 4:12:53 PM","shuej21","10/30/2023 6:15:19 PM","shuej21","tiam",170,NA,NA,NA,"; Mortality data collected late in fall - crown living represents best estimate","tiam","1",747475.090234244,4308698.46746454,"RH","RH","10/30/2023 6:15:18 PM",0,-78.1466200593854,38.8923230704163,94.0000752010314,189.843083411364,NA,"AU",2023-10-30
"5692",5692,5692,5692,5692,5692,5692,5692,50479,"old_trees",41121,510,1,15.4,12.4,415,1.3,"NULL","A","","stem not sampled, info automatically filled from previous year info",1,1,405,"DS","B","B","","","",1,0,0,"B,AN,F","F",NA,NA,NA,NA,NA,NA,NA,"8a133705-88d6-4e45-8f68-57dd55e09107","3/30/2023 4:12:53 PM","shuej21","10/30/2023 6:12:02 PM","shuej21","fram",415,NA,NA,NA,"","fram","1",747476.42952671,4308701.09928999,"RH","RH","10/30/2023 6:12:01 PM",0,-78.1466036866946,38.8923463804764,95.4000636979338,192.442284652044,405,"",2023-10-30
"5693",5693,5693,5693,5693,5693,5693,5693,50480,"old_trees",41122,510,1,16.3,11.4,410,1.3,"NULL","A","A","",1,1,420,"A","","","","","A",4,100,100,"","",NA,NA,NA,NA,NA,NA,NA,"6e14b9ab-8cf2-4900-a972-47e8080c2fa4","3/30/2023 4:12:53 PM","shuej21","10/30/2023 6:07:04 PM","shuej21","caco",410,NA,NA,NA,"; Mortality data collected late in fall - crown living represents best estimate","caco","1",747477.352413776,4308700.12052929,"RH","RH","10/30/2023 6:07:00 PM",0,-78.1465934108698,38.8923373113747,96.2999958228379,191.441834206141,NA,"A",2023-10-30
