"OBJECTID","quadrat","tag","StemTag","sp","lx","ly","hom","dbh_2023","status_2023","codes_2023","notes_2023","living_status_2023","fad_2023","wound_2023","rot_2023","canker_2023","comment_mortality_2023","x","y","status_2024","living_status_2024","crown_position_2024","crown_intact","crown_living","fad_choices","fad_2024","liana_load","wound_2024","rot_2024","canker_2024","lean_angle","lean_direction","dead_with_resprout","crown_check","dbh_dead_2024","dead_dbh_check","comment_mortality_2024","mort_census_status","personnel_list","GlobalID","EditDate","Editor","date_measured","dbh_verified"
5808,702,70022,1,"litu",1,1.9,1.3,827,"LI","RT","","A","",NA,NA,NA,"",-78.14632462,38.89080836,"LI","A",4,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","fef4430c-c471-4799-9617-168c15274128","7/18/2024 2:28:58 PM","shuej21","7/18/2024 2:28:38 PM",""
5809,702,70023,1,"quve",7.8,3.7,1.3,541,"LI","","","AU","DF",NA,NA,NA,"",-78.1462461,38.89082407,"LI","AU",4,90,65,"DF","DF",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","8df3f62b-3799-47d0-b1c9-e2d20c9091f0","7/18/2024 2:28:03 PM","shuej21","7/18/2024 2:28:02 PM",""
5810,702,70027,1,"qual",1.8,9,1.3,485,"LI","","","AU","DF",NA,NA,NA,"",-78.14631474,38.89087223,"LI","AU",4,80,75,"B","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","7d331e81-cb26-4fa8-8795-5ce0044ac65f","7/18/2024 2:05:23 PM","shuej21","7/18/2024 2:05:00 PM",""
5811,702,70030,1,"quve",5.3,12,1.3,516,"LI","","","AU","DF,LF",NA,NA,NA,"Possibly oak wilt",-78.14627414,38.89089899,"LI","AU",4,80,40,"DF","DF",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","7899696d-639f-48e4-bf27-e36b97de6b58","7/18/2024 2:03:26 PM","shuej21","7/18/2024 2:03:03 PM",""
5812,702,70031,1,"amar",1.1,10.7,1.3,108,"LI","","","","",NA,NA,NA,"",-78.14632265,38.89088759,"LI","A",1,80,80,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","1961d884-ea46-4646-9a76-a6d0e5508b37","7/18/2024 2:04:37 PM","shuej21","7/18/2024 2:04:17 PM",""
5813,702,70040,1,"litu",7,17.8,1.3,530,"LI","RT,DV","","A","",NA,NA,NA,"",-78.14625401,38.89095109,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","93af7be1-d21f-4e56-9fcd-1ce0d5a4f68f","6/3/2024 8:03:15 PM","shuej21","6/3/2024 8:03:01 PM",""
5814,702,70041,1,"juni",6,18.7,1.3,353,"LI","","","AU","AN,HS",NA,NA,NA,"",-78.14626545,38.89095927,"LI","AU",2,75,45,"AN","R,W,AN",NA,2,3,NA,NA,NA,NA,NA,NA,"","","finished","RH","273593c6-4130-4414-b799-afc23497999f","6/3/2024 8:11:08 PM","shuej21","6/3/2024 8:11:05 PM",""
5815,703,70059,1,"cagl",1.6,3.4,1.3,230,"LI","","","A","",NA,NA,NA,"",-78.1463157,38.89100191,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","70bfb957-2455-4abe-81d1-cfeb673faff1","6/3/2024 7:49:50 PM","shuej21","6/3/2024 7:49:26 PM",""
5816,703,70061,1,"cato",0.7,6,1.3,327,"LI","DV","","A","",NA,NA,NA,"",-78.14632583,38.89102539,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","26b03543-4144-4742-8344-475794392eae","6/3/2024 7:48:55 PM","shuej21","6/3/2024 7:48:36 PM",""
5817,703,70069,1,"qual",4.9,11.4,1.3,725,"LI","","","A","",NA,NA,NA,"",-78.14627694,38.89107371,"LI","A",4,100,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","ec532f1d-821c-490f-ae69-2ea96d0e3d7a","6/3/2024 7:41:11 PM","shuej21","6/3/2024 7:30:00 PM",""
5818,703,70072,1,"litu",2.8,15.6,1.3,168,"LI","","","A","",NA,NA,NA,"",-78.14630074,38.89111168,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","ea54bd9d-4e5a-4710-b031-104071497fea","6/3/2024 7:35:58 PM","shuej21","6/3/2024 7:35:41 PM",""
5819,703,70074,1,"litu",4.1,16.7,1.3,384,"LI","","","A","",NA,NA,NA,"",-78.14628566,38.89112149,"LI","A",3,80,75,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","7e4c9da0-10e0-4e04-81f2-d00e0c3ff0aa","6/3/2024 7:36:51 PM","shuej21","6/3/2024 7:36:31 PM",""
5820,703,70075,1,"cagl",6.6,14.9,1.3,108,"LI","","","A","",NA,NA,NA,"",-78.14625702,38.8911051,"LI","A",2,100,95,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","4d0a68f3-306d-483f-9dc0-f526ca527e6a","6/3/2024 7:37:22 PM","shuej21","6/3/2024 7:28:00 PM",""
5821,704,70082,1,"litu",1.4,2.9,1.3,143,"LI","","","A","",NA,NA,NA,"",-78.14631619,38.89117751,"LI","A",1,100,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","c3354b9c-ba33-43b1-b94b-e0de26fbf999","6/3/2024 7:10:23 PM","shuej21","6/3/2024 7:07:37 PM",""
5822,704,70083,1,"qupr",6.1,2.3,1.3,589,"LI","","","AU","HS,R",NA,1,NA,"",-78.1462621,38.89117177,"LI","AU",3,95,90,"R","W,R",NA,1,1,NA,NA,NA,NA,NA,NA,"","","finished","RH","a20b3785-f146-4490-b0aa-29d2fb588029","6/3/2024 7:09:21 PM","shuej21","6/3/2024 7:05:01 PM",""
5823,704,70091,1,"caovl",0.2,9.2,1.3,135,"LI","","","A","",NA,NA,NA,"",-78.14632943,38.89123433,"LI","A",1,95,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","621c74ae-6b49-44e0-ac9d-8bdf1e9575e0","6/3/2024 7:02:56 PM","shuej21","6/3/2024 7:02:39 PM",""
5824,704,70096,1,"quru",3.3,12.7,1.3,946,"LI","DV","","AU","HS,R,F",NA,2,NA,"",-78.14629339,38.89126562,"LI","AU",2,100,95,"R","W,R",NA,2,2,NA,NA,NA,NA,NA,NA,"","","finished","RH","8ef255c2-a134-420b-983f-283f2ff1ddf8","6/17/2024 11:43:32 PM","shuej21","6/3/2024 7:02:00 PM",""
5825,704,70103,1,"litu",2.3,19.4,1.3,428,"LI","","","A","",NA,NA,NA,"",-78.14630428,38.89132602,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","3ecc73ac-c124-4f48-84b6-b7d1da10c90c","6/3/2024 6:58:11 PM","shuej21","6/3/2024 6:58:04 PM",""
5826,705,70110,1,"litu",3.4,3.4,1.3,509,"LI","","","A","",NA,NA,NA,"",-78.14629124,38.89136196,"LI","A",4,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","8e89c13a-3303-491f-89ef-bbcb204feb63","6/18/2024 8:09:54 PM","shuej21","6/18/2024 8:09:31 PM",""
5827,705,70111,1,"litu",5.1,0,1.3,438,"LI","I","","AU","K",NA,NA,1,"",-78.14627197,38.89133122,"LI","AU",3,100,95,"K","K",NA,NA,NA,2,NA,NA,NA,NA,NA,"","","finished","RH","8d002e09-828b-47c1-a509-ba9e604e45a4","6/3/2024 7:15:39 PM","shuej21","6/3/2024 6:59:13 PM",""
5828,705,70119,1,"cagl",1.9,12.1,1.3,440,"LI","","","A","",NA,NA,NA,"",-78.14630771,38.89144041,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RT no tag","finished","JJ","1912af3f-5f82-4a80-b9c4-e25b84507711","6/18/2024 8:11:04 PM","shuej21","6/18/2024 8:11:01 PM",""
5829,705,70123,1,"qupr",13.4,12.3,1.3,731,"LI","","","A","",NA,NA,NA,"",-78.14617519,38.89144137,"LI","A",4,95,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","28247c58-c6e5-4ad4-ac50-1ac837dec262","6/18/2024 8:13:07 PM","shuej21","6/18/2024 8:13:00 PM",""
5830,705,70126,1,"quru",9.3,12.5,1.3,880,"LI","","","AU","W,R",1,1,NA,"",-78.14622241,38.89144347,"LI","A",4,90,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Appears healthy with minor crack in base","finished","JJ","38c8bf51-1093-4396-a15d-3906db8314ab","6/18/2024 8:12:17 PM","shuej21","6/18/2024 8:12:04 PM",""
5831,705,70134,1,"litu",5.6,17,1.3,105,"LI","","","A","",NA,NA,NA,"",-78.14626462,38.89148426,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","6b3735f0-5569-428d-a588-30b59337c927","6/18/2024 8:15:17 PM","shuej21","6/18/2024 8:15:02 PM",""
5832,705,70136,1,"litu",9,18.7,1.3,224,"LI","","","AU","K",NA,NA,1,"",-78.14622529,38.89149932,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","816abada-f21d-40db-a19b-f4ae30b4f219","6/18/2024 8:14:36 PM","shuej21","6/18/2024 8:14:02 PM",""
5833,706,70146,1,"quve",8.8,7.2,1.3,669,"LI","","","A","",NA,NA,NA,"",-78.14624558,38.89155717,"LI","A",4,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","a852d30f-4d4a-48c0-aa4e-d281bf21bb9c","6/18/2024 8:19:55 PM","shuej21","6/18/2024 8:19:23 PM",""
5834,706,70148,1,"qupr",5.3,6.4,1.3,106,"LI","","","A","",NA,NA,NA,"",-78.1462672,38.89156892,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","230d8006-6eb4-407a-b855-7b55c594dbf6","6/18/2024 8:20:29 PM","shuej21","6/18/2024 8:20:04 PM",""
5835,706,70152,1,"cagl",1.3,8.5,1.3,244,"LI","","","A","",NA,NA,NA,"",-78.1463131,38.89158812,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","c3055219-de19-4275-889c-2619eb8c178f","6/18/2024 8:21:12 PM","shuej21","6/18/2024 8:21:02 PM",""
5836,706,70162,1,"caovl",6,19.8,1.3,482,"LI","","","A","",NA,NA,NA,"",-78.14625789,38.89168953,"LI","AU",3,100,100,"AN","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Woodpecker holes","finished","RH","851c32dc-9533-4928-be0e-b6497aecf3ce","5/16/2024 6:13:52 PM","shuej21","5/16/2024 6:13:00 PM",""
5837,707,70167,1,"litu",3,3.5,1.3,209,"LI","","","AU","W,R",2,2,NA,"",-78.14629211,38.89172307,"LI","AU",2,100,100,"R","W,R",NA,1,1,NA,NA,NA,NA,NA,NA,"","","finished","RH","f9b99106-22be-43cc-a800-00be8e4474f7","5/16/2024 6:16:07 PM","shuej21","5/16/2024 6:15:19 PM",""
5838,707,70169,1,"quru",1.1,6,1.3,620,"LI","RT","","A","",NA,NA,NA,"",-78.14631761,38.8917387,"LI","A",3,95,80,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","b4dbb717-4832-4706-97f5-b6507f9c950c","5/16/2024 6:21:55 PM","shuej21","5/16/2024 6:21:32 PM",""
5839,707,70173,1,"acru",3.7,8.1,1.3,162,"LI","I","","A","",NA,NA,NA,"",-78.14628362,38.89176443,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Epicormic sprouts","finished","RH","68c718d4-c656-40f6-8945-7f26fef72a68","5/16/2024 6:23:37 PM","shuej21","5/16/2024 6:23:20 PM",""
5840,707,70175,1,"cagl",0.9,15.2,1.3,243,"LI","","","A","",NA,NA,NA,"",-78.14631522,38.89182857,"LI","A",3,100,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","134c6958-8744-428b-9129-87c522c83d47","5/16/2024 6:26:01 PM","shuej21","5/16/2024 6:26:00 PM",""
5841,707,70178,1,"litu",7.1,14.3,1.3,405,"LI","","","A","",NA,NA,NA,"",-78.14624387,38.89182001,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","d86dd7c1-5eb2-4cf1-bb6f-b28eb8a0e1bd","5/16/2024 6:06:38 PM","shuej21","5/16/2024 6:06:01 PM",""
5842,707,70180,1,"fagr",13.1,17.4,1.3,178,"LI","","","A","",NA,NA,NA,"Arcing over 1.3",-78.14617445,38.89184749,"LI","A",2,100,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Not leaning at bh, but crown is leaning in the direction of 252 degrees","finished","RH","b86c2153-f15c-481d-addc-9c2563a5f538","5/16/2024 7:31:45 PM","shuej21","5/16/2024 6:11:27 PM",""
5843,707,70181,1,"litu",12.1,19,1.3,595,"LI","","","A","",NA,NA,NA,"",-78.14618582,38.89186197,"LI","A",4,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","4e9ced16-453b-452e-b44d-f8f27156aa0d","5/16/2024 6:09:31 PM","shuej21","5/16/2024 6:09:04 PM",""
5844,707,70182,1,"fagr",6.5,19.4,1.3,243,"LI","","","A","",NA,NA,NA,"",-78.1462503,38.89186598,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","026ee38b-c316-4d60-9eaa-c52eda12803d","5/16/2024 6:27:00 PM","shuej21","5/16/2024 6:26:43 PM",""
5845,708,70190,1,"cato",2.3,7.5,1.3,103,"LI","DV","","","",NA,NA,NA,"",-78.14629794,38.89193922,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","371bfa79-6f0d-4813-83e7-ac5c334b2811","5/16/2024 6:29:59 PM","shuej21","5/16/2024 6:29:36 PM",""
5846,708,70193,1,"litu",8.1,8.9,1.3,116,"LI","","","","",NA,NA,NA,"",-78.14623098,38.89195141,"LI","A",3,95,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","3253c72e-2a1c-44a3-b493-a1cff211ba08","5/16/2024 6:31:43 PM","shuej21","5/16/2024 6:31:24 PM",""
5847,708,70196,1,"qupr",8.2,13.1,1.3,731,"LI","","","A","",NA,NA,NA,"",-78.14622944,38.89198922,"LI","A",4,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","78c88cfe-c01b-4344-a897-e05d7b466bac","5/16/2024 6:33:48 PM","shuej21","5/16/2024 6:33:37 PM",""
5848,708,70197,1,"cato",4.1,16.1,1.3,124,"LI","","","A","",NA,NA,NA,"",-78.1462764,38.89201653,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","bd9cb088-d2e8-4937-ad78-cbe791a0dfb8","5/16/2024 6:41:19 PM","shuej21","5/16/2024 6:41:00 PM",""
5849,708,70198,1,"qupr",4.9,17.6,1.3,334,"LI","","","AU","HS,R",NA,2,NA,"",-78.14626704,38.89202998,"LI","AU",2,100,100,"R","W,R",NA,3,3,NA,NA,NA,NA,NA,NA,"","","finished","RH","6503e8fc-c39a-4671-8d5f-f765bc1c5f03","5/16/2024 6:52:40 PM","shuej21","5/16/2024 6:52:27 PM",""
5850,708,70200,1,"cato",7.8,18.2,1.3,121,"LI","","","A","",NA,NA,NA,"",-78.14623357,38.89203517,"LI","A",1,100,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","30d28a92-460d-443e-8055-f247a85805b8","5/16/2024 6:59:21 PM","shuej21","5/16/2024 6:59:03 PM",""
5851,701,70201,1,"cato",20,1.6,1.3,177,"LI","","","A","",NA,NA,NA,"",-78.1461076,38.89062419,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","ca114896-f6cc-48af-9ff8-38fe18ac7071","7/18/2024 2:39:31 PM","shuej21","7/18/2024 2:39:10 PM",""
5852,701,70203,1,"qual",17.9,3,1.3,175,"LI","","","A","",NA,NA,NA,"",-78.14613166,38.89063695,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","fa3da337-0ec1-4350-b773-f548f0d53f68","7/18/2024 2:37:04 PM","shuej21","7/18/2024 2:37:01 PM",""
5853,701,70207,1,"acru",12.2,2.1,1.3,251,"LI","","","A","",NA,NA,NA,"",-78.14619742,38.89062926,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","87202bc6-7a0d-4ce1-bf94-08a8721d3884","7/18/2024 2:37:50 PM","shuej21","7/18/2024 2:37:29 PM",""
5854,701,70215,1,"qual",15.6,10,1.3,123,"LI","","","A","",NA,NA,NA,"",-78.14615751,38.89070014,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","c0d95c74-bdee-49b0-8cf4-7b8c6b9237fa","7/18/2024 2:35:32 PM","shuej21","7/18/2024 2:35:11 PM",""
5855,702,70220,1,"qual",18.3,0.8,1.3,578,"LI","","","A","",NA,NA,NA,"",-78.1461254,38.8907972,"LI","A",4,90,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","a85887b2-7f96-4a5a-9fe6-94a6151804b1","7/18/2024 2:42:17 PM","shuej21","7/18/2024 2:42:02 PM",""
5856,702,70221,1,"fagr",10.1,4,1.3,115,"LI","","","A","",NA,NA,NA,"",-78.14621958,38.89082661,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","3545cc16-432f-472a-a935-0ddc5b52edf4","7/18/2024 2:26:58 PM","shuej21","7/18/2024 2:26:36 PM",""
5857,702,70222,1,"cato",12.2,5.6,1.3,151,"LI","","","A","",NA,NA,NA,"",-78.14619523,38.89084086,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","9e826eae-b00b-4357-bb28-9c88bdb3745e","7/18/2024 2:25:55 PM","shuej21","7/18/2024 2:25:33 PM",""
5858,702,70223,1,"fagr",10.5,13.1,1.3,282,"LI","","","A","",NA,NA,NA,"",-78.14621412,38.89090852,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","e791c2e0-baae-4406-88ba-64bd2aa06ad6","7/18/2024 2:06:07 PM","shuej21","7/18/2024 2:06:00 PM",""
5859,702,70224,1,"fagr",9.5,12.3,1.3,147,"LI","","","A","",NA,NA,NA,"",-78.14622572,38.89090139,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","fc074bb6-9763-4582-a78f-247f25eb55bf","7/18/2024 2:06:42 PM","shuej21","7/18/2024 2:06:14 PM",""
5860,702,70225,1,"fagr",11.1,15.4,1.3,238,"LI","I","","AU","W",1,NA,NA,"Wired into deer exclosure fence",-78.14620699,38.89092918,"LI","AU",3,90,90,"W","W",NA,1,NA,NA,NA,NA,NA,NA,NA,"","Mismapped - wired into deer exclosure","finished","RH","c4449a2a-a72d-41d7-ac22-76f5da30ddef","6/3/2024 8:13:44 PM","shuej21","6/3/2024 8:13:27 PM",""
5861,702,70226,1,"qual",19.1,7.6,1.3,152,"LI","","","A","",NA,NA,NA,"",-78.14611555,38.89085837,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","936c99f1-9dae-4dc9-9276-6ae9fa253597","7/18/2024 2:07:53 PM","shuej21","7/18/2024 2:07:33 PM",""
5862,703,70236,1,"nysy",20,4.2,1.3,105,"LI","","","","",NA,NA,NA,"",-78.14610363,38.89100778,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","fc766490-ddf5-4141-bd75-a00fe18e9620","6/18/2024 7:46:15 PM","shuej21","6/18/2024 7:46:02 PM",""
5863,703,70237,1,"saal",16.3,3.6,1.3,351,"LI","","","AU","B,AN",NA,NA,NA,"Woodpecker holes",-78.14614632,38.89100264,"LI","AU",3,20,10,"I","B,W,I",NA,1,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","bef7ba3f-3186-4b68-9fa5-9cbd968dfa28","6/3/2024 8:22:06 PM","shuej21","6/3/2024 8:22:02 PM",""
5864,703,70256,1,"cagl",20,10.4,1.3,228,"LI","","","AU","AN,K,CR",NA,NA,1,"Sapsucker damage",-78.14610305,38.8910636,"LI","AU",3,100,95,"AN","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","96b6bc7b-95bd-4f81-acb1-62167dd6d0c2","6/3/2024 8:32:32 PM","shuej21","6/3/2024 8:32:00 PM",""
5865,703,70263,1,"litu",15,14.8,1.3,237,"LI","","","A","",NA,NA,NA,"",-78.14616025,38.89110359,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","298918b0-bf36-4e50-9ce4-aa07b43c2cd9","6/3/2024 8:34:56 PM","shuej21","6/3/2024 8:34:38 PM",""
5866,703,70264,1,"litu",14.7,18.6,1.3,284,"LI","","","A","",NA,NA,NA,"",-78.14616335,38.89113783,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","9fcc3ca3-b7fa-414b-9a65-9e8ded37d70e","6/3/2024 8:36:54 PM","shuej21","6/3/2024 7:21:00 PM",""
5867,703,70265,1,"litu",15.6,19,1.3,441,"LI","RT","","A","",NA,NA,NA,"",-78.14615295,38.89114136,"LI","A",4,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","758bb564-e16d-41fa-a630-7c643e126b1e","6/3/2024 8:36:27 PM","shuej21","6/3/2024 7:20:02 PM",""
5868,704,70269,1,"cagl",13.9,8.9,1.3,448,"LI","","","A","",NA,NA,NA,"",-78.14617161,38.89123063,"LI","A",4,95,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","4e1daaa4-ffa2-4058-97c3-91b74f2a4133","6/3/2024 6:54:37 PM","shuej21","6/3/2024 6:54:00 PM",""
5869,704,70273,1,"cagl",12.3,10.6,1.3,363,"LI","","","A","",NA,NA,NA,"",-78.14618989,38.89124605,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","3558c98e-3869-417a-a065-a36f845b5042","6/3/2024 6:56:29 PM","shuej21","6/3/2024 6:56:05 PM",""
5870,704,70278,1,"qupr",15.6,15.4,1.3,715,"LI","","","A","",NA,NA,NA,"",-78.14615142,38.89128903,"LI","A",3,95,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","04ffac22-ad21-4071-bbf1-2799d7407650","6/3/2024 6:53:20 PM","shuej21","6/3/2024 6:50:02 PM",""
5871,704,70284,1,"cato",12.8,18.2,1.3,154,"LI","","","A","",NA,NA,NA,"",-78.14618342,38.89131445,"LI","A",2,100,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","4941243e-2363-4ecb-8a7d-1d2cd0c2f141","6/3/2024 6:50:51 PM","shuej21","6/3/2024 6:50:33 PM",""
5872,705,70292,1,"cagl",14.6,2.1,1.3,470,"LI","","","A","",NA,NA,NA,"",-78.14616232,38.89134944,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","9882e3f4-ce64-4c1f-bfb7-3fd77fbcf1d3","6/18/2024 8:08:47 PM","shuej21","6/18/2024 8:08:17 PM",""
5873,706,70317,1,"litu",15.6,2.8,1.3,571,"LI","","","AU","K",NA,NA,1,"",-78.14614887,38.89153576,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","7f2f088f-a829-44c9-8d34-a41f2540bc2e","6/18/2024 8:17:59 PM","shuej21","6/18/2024 8:17:24 PM",""
5874,706,70319,1,"cagl",12.6,8.7,1.3,307,"LI","","","A","",NA,NA,NA,"",-78.14618288,38.8915891,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","270bd3fd-4b1a-4fe3-8423-e0f7dfc45b1e","6/18/2024 8:18:49 PM","shuej21","6/18/2024 8:18:25 PM",""
5875,706,70325,1,"litu",10.4,12.4,1.3,636,"LI","","","A","",NA,NA,NA,"",-78.14621251,38.89162693,"LI","A",4,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","03fc9040-0bf5-44a9-8638-6c3f9b80a406","6/18/2024 8:22:19 PM","shuej21","6/18/2024 8:22:02 PM",""
5876,706,70331,1,"litu",18.2,15.8,1.3,293,"LI","","","A","",NA,NA,NA,"",-78.14611709,38.8916534,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","819c71d5-6eaa-4930-b683-25144e400cca","6/18/2024 8:23:16 PM","shuej21","6/18/2024 8:23:03 PM",""
5877,706,70332,1,"cagl",18.4,12.1,1.3,252,"LI","","","A","",NA,NA,NA,"",-78.14611574,38.89161929,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","5f5d3780-8a77-46a8-968b-50988bdb8a0f","6/18/2024 8:25:01 PM","shuej21","6/18/2024 8:24:32 PM",""
5878,706,70334,1,"qupr",15.6,19.6,1.3,660,"LI","","","A","",NA,NA,NA,"",-78.1461473,38.89168703,"LI","A",4,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","340b2308-6dbf-4b9e-ba82-899c91fc03c8","6/18/2024 8:24:13 PM","shuej21","6/18/2024 8:24:01 PM",""
5879,707,70343,1,"cato",17.2,2.4,1.3,178,"LI","","","A","",NA,NA,NA,"",-78.1461286,38.89171213,"LI","A",3,100,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","a5f15b83-03d4-4d74-80dc-043451fad53d","5/16/2024 5:59:40 PM","shuej21","5/16/2024 5:59:22 PM",""
5880,707,70344,1,"litu",9.8,8.9,1.3,444,"LI","","","A","",NA,NA,NA,"",-78.14621326,38.89177119,"LI","A",3,100,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","8cd82e59-bc02-4b01-b369-fe3c07a4f2ee","5/16/2024 6:05:04 PM","shuej21","5/16/2024 6:05:01 PM",""
5881,707,70351,1,"acru",19.7,10.9,1.3,175,"LI","","","AU","HS",NA,NA,NA,"",-78.14609901,38.89178848,"LI","AU",2,100,95,"K","R,W,K",NA,1,3,2,NA,NA,NA,NA,NA,"","","finished","RH","8d266f78-b3f4-4b67-893d-76a495358064","5/16/2024 7:22:58 PM","shuej21","5/16/2024 7:22:16 PM",""
5882,707,70352,1,"litu",18.5,11,1.3,775,"LI","","","AU","K",NA,NA,1,"",-78.14611282,38.89178947,"LI","A",3,100,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Cankers are little bumps at the bottom of the tree","finished","RH","b8eaa211-b5d0-461e-b4b1-1c6f11e61c56","5/16/2024 7:29:09 PM","shuej21","5/16/2024 7:29:03 PM",""
